"Supplied Name","guid","scientificName","family","kingdom","Taxon Id","Kingdom2","Class","Family2","scientificNameAuthorship","vernacular name"
"Atrichornis rufescens","urn:lsid:biodiversity.org.au:afd.taxon:868bc0ac-c639-405d-87e0-b9e753459d14","Atrichornis (Atrichornis) rufescens","Atrichornithidae",,"1632","animals","birds","Atrichornithidae","(Ramsay, 1867)","rufous scrub-bird"
"Oberonia attenuata","https://id.biodiversity.org.au/name/apni/82889","Oberonia attenuata","Orchidaceae",,"10517","plants","Equisetopsida","Orchidaceae","Dockrill","Mossman fairy orchid"
"Bulbophyllum newportii","https://id.biodiversity.org.au/name/apni/69671","Bulbophyllum newportii","Orchidaceae",,"13490","plants","Equisetopsida","Orchidaceae","(F.M.Bailey) Rolfe",
"Pinalia fitzalanii","https://id.biodiversity.org.au/name/apni/6274518","Pinalia fitzalanii","Orchidaceae",,"36416","plants","Equisetopsida","Orchidaceae","(F.Muell.) Kuntze",
"Bowenia","https://id.biodiversity.org.au/node/apni/2908062","Bowenia","Zamiaceae",,"9800","plants","Equisetopsida","Zamiaceae",,
"Dendrobium bifalce","https://id.biodiversity.org.au/name/apni/84939","Dendrobium bifalce","Orchidaceae",,"13284","plants","Equisetopsida","Orchidaceae","Lindl.",
"Pterostylis mitchellii","https://id.biodiversity.org.au/node/apni/2906612","Pterostylis mitchellii","Orchidaceae",,"12695","plants","Equisetopsida","Orchidaceae","Lindl.",
"Bryobium dischorense","https://id.biodiversity.org.au/name/apni/176950","Bryobium dischorense","Orchidaceae",,"33231","plants","Equisetopsida","Orchidaceae","(Schltr.) M.A.Clem. & D.L.Jones",
"Pneumatopteris pennigera","https://id.biodiversity.org.au/node/apni/2899796","Pneumatopteris pennigera","Thelypteridaceae",,"11700","plants","Equisetopsida","Thelypteridaceae","(G.Forst.) Holttum","lime fern"
"Oberonia rimachila","https://id.biodiversity.org.au/name/apni/206424","Oberonia rimachila","Orchidaceae",,"31936","plants","Equisetopsida","Orchidaceae","D.L.Jones & M.A.Clem.",
"Phyllurus gulbaru","urn:lsid:biodiversity.org.au:afd.taxon:9065174d-c302-4e16-9e00-a7492f86543b","Phyllurus gulbaru","Carphodactylidae",,"27779","animals","reptiles","Carphodactylidae","Hoskin, Couper & Schneider 2003","Gulbaru gecko"
"Geodorum densiflorum","https://id.biodiversity.org.au/name/apni/80628","Geodorum densiflorum","Orchidaceae",,"8197","plants","Equisetopsida","Orchidaceae","(Lam.) Schltr.","pink nodding orchid"
"Drosera prolifera","https://id.biodiversity.org.au/node/apni/2900397","Drosera prolifera","Droseraceae",,"11621","plants","Equisetopsida","Droseraceae","C.T.White","trailing sundew"
"Hydnophytum","https://id.biodiversity.org.au/node/apni/2917100","Hydnophytum","Rubiaceae",,"20873","plants","Equisetopsida","Rubiaceae",,
"Sarcochilus fitzgeraldii","https://id.biodiversity.org.au/node/apni/2901615","Sarcochilus fitzgeraldii","Orchidaceae",,"12658","plants","Equisetopsida","Orchidaceae","F.Muell.","ravine orchid"
"Caladenia sp. (Kilcoy Creek R.Crane 1286)","https://id.biodiversity.org.au/name/apni/232071","Caladenia sp. Kilcoy Creek (R.Crane 1286)","Orchidaceae",,"6216","plants","Equisetopsida","Orchidaceae",,
